"canyon","bout","plot","treatment","transect","shrub.1","shrub.2","shrub.3","shrub.4","herb.1","herb.2","herb.3","herb.4","herb.5","herb.6","herb.7","herb.8"
"barloy","1","6","control","2","bapi","todi",,,"casp",,,,,,,
"barloy","1","6","control","2","bapi","todi",,,"l",,,,,,,
"barloy","1","6","control","2","todi",,,,"casp",,,,,,,
"barloy","1","6","control","2","bapi",,,,"femy",,,,,,,
"barloy","1","6","control","2","todi",,,,"femy",,,,,,,
"barloy","1","6","control","2","bapi","todi",,,"gapo",,,,,,,
"barloy","1","6","control","2","todi",,,,"gapo",,,,,,,
"barloy","1","6","control","2","bapi","todi",,,"l",,,,,,,
"barloy","1","6","control","2","bapi","todi",,,"l",,,,,,,
"barloy","1","6","control","2","bapi","todi",,,"l",,,,,,,
"barloy","1","6","control","2","todi",,,,"gapo",,,,,,,
"barloy","1","6","control","2","todi",,,,"sacr",,,,,,,
"barloy","1","6","control","2","todi",,,,"l",,,,,,,
"barloy","1","6","control","2","todi",,,,"l",,,,,,,
"barloy","1","6","control","2","todi",,,,"l",,,,,,,
"barloy","1","6","control","2","todi",,,,"elgl",,,,,,,
"barloy","1","6","control","2","todi",,,,"l",,,,,,,
"barloy","1","6","control","2","todi",,,,"l",,,,,,,
"barloy","1","6","control","2","todi",,,,"l",,,,,,,
"barloy","1","6","control","2","todi",,,,"l",,,,,,,
"barloy","1","6","control","2","bapi",,,,"gapo",,,,,,,
"barloy","1","6","control","2","todi","bapi",,,"l",,,,,,,
"barloy","1","6","control","2","todi",,,,"brca",,,,,,,
"barloy","1","6","control","2","todi",,,,"brmi","stpu",,,,,,
"barloy","1","6","control","2","todi",,,,"brho","brmi","todi",,,,,
"barloy","1","6","control","2","bapi","todi",,,"sacr","todi","femy","brho","jupa",,,
"barloy","1","6","control","2","bapi","todi",,,"brho","femy","brmi",,,,,
"barloy","1","6","control","2","bapi","todi",,,"femy",,,,,,,
"barloy","1","6","control","2","todi",,,,"brho",,,,,,,
"barloy","1","6","control","2","todi",,,,"brmi","gapo",,,,,,
"barloy","1","6","control","2","todi","bapi",,,"femy",,,,,,,
"barloy","1","6","control","2","todi",,,,"brho","femy","brmi",,,,,
"barloy","1","6","control","2","todi",,,,"brho",,,,,,,
"barloy","1","6","control","2",,,,,"brho",,,,,,,
"barloy","1","6","control","2",,,,,"brho",,,,,,,
"barloy","1","6","control","2",,,,,"brho",,,,,,,
"barloy","1","6","control","2",,,,,"brho",,,,,,,
"barloy","1","6","control","2",,,,,"brho",,,,,,,
"barloy","1","6","control","2",,,,,"brho",,,,,,,
"barloy","1","6","control","2",,,,,"brho",,,,,,,
