"canyon","bout","plot","treatment","transect","shrub.1","shrub.2","shrub.3","shrub.4","herb.1","herb.2","herb.3","herb.4","herb.5","herb.6","herb.7","herb.8"
"barloy","4","5","control","2","d",,,,"ag",,,,,,,
"barloy","4","5","control","2",,,,,"d","l",,,,,,
"barloy","4","5","control","2",,,,,"d","l",,,,,,
"barloy","4","5","control","2",,,,,"d","l",,,,,,
"barloy","4","5","control","2",,,,,"bg",,,,,,,
"barloy","4","5","control","2",,,,,"d","ag",,,,,,
"barloy","4","5","control","2",,,,,"jusp","ag",,,,,,
"barloy","4","5","control","2",,,,,"bg",,,,,,,
"barloy","4","5","control","2",,,,,"ag",,,,,,,
"barloy","4","5","control","2",,,,,"l",,,,,,,
"barloy","4","5","control","2",,,,,"d","l",,,,,,
"barloy","4","5","control","2",,,,,"d","l",,,,,,
"barloy","4","5","control","2","bapi",,,,"l",,,,,,,
"barloy","4","5","control","2","bapi",,,,"l",,,,,,,
"barloy","4","5","control","2","bapi",,,,"l",,,,,,,
"barloy","4","5","control","2","bapi",,,,"jusp",,,,,,,
"barloy","4","5","control","2","bapi",,,,"l",,,,,,,
"barloy","4","5","control","2","quag",,,,"ag",,,,,,,
"barloy","4","5","control","2","quag",,,,"l",,,,,,,
"barloy","4","5","control","2","quag",,,,"l",,,,,,,
"barloy","4","5","control","2","quag",,,,"l",,,,,,,
"barloy","4","5","control","2","quag",,,,"ag",,,,,,,
"barloy","4","5","control","2","quag",,,,"ag","onh",,,,,,
"barloy","4","5","control","2",,,,,"ag",,,,,,,
"barloy","4","5","control","2",,,,,"ag",,,,,,,
"barloy","4","5","control","2",,,,,"onh","ag",,,,,,
"barloy","4","5","control","2",,,,,"ag",,,,,,,
"barloy","4","5","control","2",,,,,"ag","onh",,,,,,
"barloy","4","5","control","2",,,,,"onh","ag",,,,,,
"barloy","4","5","control","2",,,,,"ag",,,,,,,
"barloy","4","5","control","2",,,,,"ag",,,,,,,
"barloy","4","5","control","2",,,,,"ag",,,,,,,
"barloy","4","5","control","2",,,,,"onh","ag",,,,,,
"barloy","4","5","control","2",,,,,"ag","jusp",,,,,,
"barloy","4","5","control","2",,,,,"ag",,,,,,,
"barloy","4","5","control","2",,,,,"ag",,,,,,,
"barloy","4","5","control","2",,,,,"ag",,,,,,,
"barloy","4","5","control","2",,,,,"ag",,,,,,,
"barloy","4","5","control","2",,,,,"ag",,,,,,,
"barloy","4","5","control","2",,,,,"ag",,,,,,,
