"canyon","bout","plot","treatment","transect","shrub.1","shrub.2","shrub.3","shrub.4","herb.1","herb.2","herb.3","herb.4","herb.5","herb.6","herb.7","herb.8"
"barloy","1","1","browsed","1","na",,,,"brdi","brho",,,,,,
"barloy","1","1","browsed","1","na",,,,"brho",,,,,,,
"barloy","1","1","browsed","1","na",,,,"brdi",,,,,,,
"barloy","1","1","browsed","1","na",,,,"brdi",,,,,,,
"barloy","1","1","browsed","1","na",,,,"brdi",,,,,,,
"barloy","1","1","browsed","1","na",,,,"brho","brdi",,,,,,
"barloy","1","1","browsed","1","na",,,,"brdi",,,,,,,
"barloy","1","1","browsed","1","na",,,,"brdi",,,,,,,
"barloy","1","1","browsed","1","na",,,,"brdi",,,,,,,
"barloy","1","1","browsed","1","bapi",,,,"brdi",,,,,,,
"barloy","1","1","browsed","1","bapi",,,,"brdi",,,,,,,
"barloy","1","1","browsed","1","bapi",,,,"brdi",,,,,,,
"barloy","1","1","browsed","1","bapi",,,,"brdi",,,,,,,
"barloy","1","1","browsed","1","bapi",,,,"brdi",,,,,,,
"barloy","1","1","browsed","1","bapi",,,,"brdi",,,,,,,
"barloy","1","1","browsed","1","bapi",,,,"brdi",,,,,,,
"barloy","1","1","browsed","1","bapi",,,,"brdi",,,,,,,
"barloy","1","1","browsed","1","bapi",,,,"brdi","letr",,,,,,
"barloy","1","1","browsed","1","na",,,,"letr","brdi",,,,,,
"barloy","1","1","browsed","1","na",,,,"brdi",,,,,,,
"barloy","1","1","browsed","1","na",,,,"letr","brdi",,,,,,
"barloy","1","1","browsed","1","na",,,,"letr","brdi",,,,,,
"barloy","1","1","browsed","1","na",,,,"letr","brdi",,,,,,
"barloy","1","1","browsed","1","bapi",,,,"letr","brdi",,,,,,
"barloy","1","1","browsed","1","bapi",,,,"letr","brdi",,,,,,
"barloy","1","1","browsed","1","bapi",,,,"brdi",,,,,,,
"barloy","1","1","browsed","1","bapi",,,,"brdi","chca",,,,,,
"barloy","1","1","browsed","1","bapi",,,,"brdi","chca",,,,,,
"barloy","1","1","browsed","1","bapi",,,,"letr",,,,,,,
"barloy","1","1","browsed","1","bapi",,,,"brdi",,,,,,,
"barloy","1","1","browsed","1","bapi",,,,"brdi",,,,,,,
"barloy","1","1","browsed","1","bapi",,,,"brdi","letr",,,,,,
"barloy","1","1","browsed","1","na",,,,"brdi",,,,,,,
"barloy","1","1","browsed","1","na",,,,"brdi","ptdr",,,,,,
"barloy","1","1","browsed","1","na",,,,"brdi",,,,,,,
"barloy","1","1","browsed","1","na",,,,"brdi",,,,,,,
"barloy","1","1","browsed","1","na",,,,"brho","brdi","vumy",,,,,
"barloy","1","1","browsed","1","na",,,,"brdi","anar",,,,,,
"barloy","1","1","browsed","1","na",,,,"brdi",,,,,,,
"barloy","1","1","browsed","1","bapi",,,,"brdi","ptdr",,,,,,
