"canyon","bout","plot","treatment","transect","shrub.1","shrub.2","shrub.3","shrub.4","herb.1","herb.2","herb.3","herb.4","herb.5","herb.6","herb.7","herb.8"
"pilarcitos","2","3","browsed","2",,,,,"brdi","avba",,,,,,
"pilarcitos","2","3","browsed","2",,,,,"brdi",,,,,,,
"pilarcitos","2","3","browsed","2","bapi",,,,"brdi","brho","ardo",,,,,
"pilarcitos","2","3","browsed","2","bapi",,,,"brdi",,,,,,,
"pilarcitos","2","3","browsed","2",,,,,"brho","gapo",,,,,,
"pilarcitos","2","3","browsed","2",,,,,"brdi","brho","vumy",,,,,
"pilarcitos","2","3","browsed","2",,,,,"vumy","brho",,,,,,
"pilarcitos","2","3","browsed","2",,,,,"aica","vumy",,,,,,
"pilarcitos","2","3","browsed","2",,,,,"brdi","aica",,,,,,
"pilarcitos","2","3","browsed","2",,,,,"vumy",,,,,,,
"pilarcitos","2","3","browsed","2",,,,,"stpu","vumy",,,,,,
"pilarcitos","2","3","browsed","2",,,,,"stpu","anar",,,,,,
"pilarcitos","2","3","browsed","2","bapi",,,,"stpu",,,,,,,
"pilarcitos","2","3","browsed","2",,,,,"stpu",,,,,,,
"pilarcitos","2","3","browsed","2",,,,,"brho","vumy","ardo","sacr",,,,
"pilarcitos","2","3","browsed","2",,,,,"stpu","vumy",,,,,,
"pilarcitos","2","3","browsed","2","bapi",,,,"mein",,,,,,,
"pilarcitos","2","3","browsed","2",,,,,"brho","vumy","stpu",,,,,
"pilarcitos","2","3","browsed","2",,,,,"stpu","brho","bapi",,,,,
"pilarcitos","2","3","browsed","2","bapi",,,,"brho",,,,,,,
"pilarcitos","2","3","browsed","2",,,,,"brho",,,,,,,
"pilarcitos","2","3","browsed","2",,,,,"sacr","aica",,,,,,
"pilarcitos","2","3","browsed","2",,,,,"vumy","brho",,,,,,
"pilarcitos","2","3","browsed","2",,,,,"stpu","brho","vumy",,,,,
"pilarcitos","2","3","browsed","2",,,,,"stpu","brho",,,,,,
"pilarcitos","2","3","browsed","2","bapi",,,,"vumy",,,,,,,
"pilarcitos","2","3","browsed","2","bapi",,,,"stpu",,,,,,,
"pilarcitos","2","3","browsed","2",,,,,"stpu","vumy",,,,,,
"pilarcitos","2","3","browsed","2","bapi",,,,"vumy",,,,,,,
"pilarcitos","2","3","browsed","2",,,,,"vumy",,,,,,,
"pilarcitos","2","3","browsed","2",,,,,"vumy","brho",,,,,,
"pilarcitos","2","3","browsed","2",,,,,"vumy",,,,,,,
"pilarcitos","2","3","browsed","2","bapi",,,,"bapi","stpu",,,,,,
"pilarcitos","2","3","browsed","2","bapi",,,,"brho","nace",,,,,,
"pilarcitos","2","3","browsed","2",,,,,"vumy",,,,,,,
"pilarcitos","2","3","browsed","2",,,,,"vumy",,,,,,,
"pilarcitos","2","3","browsed","2",,,,,"nace","vumy",,,,,,
"pilarcitos","2","3","browsed","2",,,,,"stpu","brho",,,,,,
"pilarcitos","2","3","browsed","2",,,,,"stpu","brho",,,,,,
"pilarcitos","2","3","browsed","2","bapi",,,,"stpu",,,,,,,
