"canyon","bout","plot","treatment","transect","shrub.1","shrub.2","shrub.3","shrub.4","herb.1","herb.2","herb.3","herb.4","herb.5","herb.6","herb.7","herb.8"
"barloy","0","5","browsed","2",,,,,"ag",,,,,,,
"barloy","0","5","browsed","2",,,,,"ag",,,,,,,
"barloy","0","5","browsed","2",,,,,"ag",,,,,,,
"barloy","0","5","browsed","2","d",,,,"ag",,,,,,,
"barloy","0","5","browsed","2","d",,,,"ag",,,,,,,
"barloy","0","5","browsed","2",,,,,"ag",,,,,,,
"barloy","0","5","browsed","2","d",,,,"l",,,,,,,
"barloy","0","5","browsed","2","d",,,,"l",,,,,,,
"barloy","0","5","browsed","2","d",,,,"ag","gemo",,,,,,
"barloy","0","5","browsed","2","d",,,,"o",,,,,,,
"barloy","0","5","browsed","2","d",,,,"o",,,,,,,
"barloy","0","5","browsed","2","d",,,,"l",,,,,,,
"barloy","0","5","browsed","2","d",,,,"l",,,,,,,
"barloy","0","5","browsed","2","d",,,,"ju",,,,,,,
"barloy","0","5","browsed","2","d",,,,"l",,,,,,,
"barloy","0","5","browsed","2",,,,,"todi",,,,,,,
"barloy","0","5","browsed","2",,,,,"ag",,,,,,,
"barloy","0","5","browsed","2",,,,,"ag",,,,,,,
"barloy","0","5","browsed","2","bapi",,,,"ag",,,,,,,
"barloy","0","5","browsed","2","bapi",,,,"ag",,,,,,,
"barloy","0","5","browsed","2","bapi",,,,"ag",,,,,,,
"barloy","0","5","browsed","2","bapi",,,,"gemo",,,,,,,
"barloy","0","5","browsed","2","d",,,,"l",,,,,,,
"barloy","0","5","browsed","2","bapi",,,,"ag",,,,,,,
"barloy","0","5","browsed","2","bapi",,,,"l",,,,,,,
"barloy","0","5","browsed","2","bapi",,,,"ju",,,,,,,
"barloy","0","5","browsed","2","bapi",,,,"l",,,,,,,
"barloy","0","5","browsed","2","d",,,,"l",,,,,,,
"barloy","0","5","browsed","2","d",,,,"ag",,,,,,,
"barloy","0","5","browsed","2",,,,,"ag",,,,,,,
"barloy","0","5","browsed","2","bapi",,,,"gemo",,,,,,,
"barloy","0","5","browsed","2","bapi",,,,"l",,,,,,,
"barloy","0","5","browsed","2","bapi",,,,"gemo",,,,,,,
"barloy","0","5","browsed","2","bapi",,,,"l",,,,,,,
"barloy","0","5","browsed","2","bapi",,,,"l",,,,,,,
"barloy","0","5","browsed","2","bapi",,,,"ag",,,,,,,
"barloy","0","5","browsed","2","bapi",,,,"ag",,,,,,,
"barloy","0","5","browsed","2","bapi",,,,"l",,,,,,,
"barloy","0","5","browsed","2","bapi",,,,"ag","gemo",,,,,,
"barloy","0","5","browsed","2","bapi",,,,"gemo","ag",,,,,,
