"canyon","bout","plot","treatment","transect","shrub.1","shrub.2","shrub.3","shrub.4","herb.1","herb.2","herb.3","herb.4","herb.5","herb.6","herb.7","herb.8"
"barloy","1","6","browsed","2","bapi",,,,"trix","brmi","brdi",,,,,
"barloy","1","6","browsed","2","bapi",,,,"femy","gedi","brho","juph",,,,
"barloy","1","6","browsed","2",,,,,"brdi","femy",,,,,,
"barloy","1","6","browsed","2","bapi",,,,"femy","hygl","brho",,,,,
"barloy","1","6","browsed","2",,,,,"femy","hygl",,,,,,
"barloy","1","6","browsed","2",,,,,"femy","juph",,,,,,
"barloy","1","6","browsed","2",,,,,"femy","brho","juph",,,,,
"barloy","1","6","browsed","2",,,,,"brho","avba",,,,,,
"barloy","1","6","browsed","2",,,,,"femy",,,,,,,
"barloy","1","6","browsed","2",,,,,"brdi",,,,,,,
"barloy","1","6","browsed","2","bapi",,,,"brdi","femy",,,,,,
"barloy","1","6","browsed","2","bapi",,,,"brdi","brho","femy",,,,,
"barloy","1","6","browsed","2","bapi",,,,"brdi","femy","avba",,,,,
"barloy","1","6","browsed","2","bapi",,,,"brdi","brho",,,,,,
"barloy","1","6","browsed","2","bapi",,,,"brdi",,,,,,,
"barloy","1","6","browsed","2","bapi",,,,"avba","juph",,,,,,
"barloy","1","6","browsed","2","bapi",,,,"brdi","brho","femy",,,,,
"barloy","1","6","browsed","2","bapi",,,,"brho","brdi","hygl",,,,,
"barloy","1","6","browsed","2","bapi",,,,"brdi","femy",,,,,,
"barloy","1","6","browsed","2",,,,,"brdi","femy",,,,,,
"barloy","1","6","browsed","2",,,,,"brdi","femy",,,,,,
"barloy","1","6","browsed","2",,,,,"brdi","femy",,,,,,
"barloy","1","6","browsed","2",,,,,"brdi","femy",,,,,,
"barloy","1","6","browsed","2","bapi",,,,"avba","hygl","brdi","femy",,,,
"barloy","1","6","browsed","2","bapi",,,,"brdi","juph",,,,,,
"barloy","1","6","browsed","2","bapi",,,,"brdi","juph",,,,,,
"barloy","1","6","browsed","2","bapi",,,,"brdi",,,,,,,
"barloy","1","6","browsed","2","bapi",,,,"hygl","femy",,,,,,
"barloy","1","6","browsed","2","bapi",,,,"brdi",,,,,,,
"barloy","1","6","browsed","2","bapi",,,,"brdi","rusa","gedi",,,,,
"barloy","1","6","browsed","2","bapi",,,,"brdi","visp",,,,,,
"barloy","1","6","browsed","2","bapi",,,,"brdi",,,,,,,
"barloy","1","6","browsed","2","bapi",,,,"brdi","juph",,,,,,
"barloy","1","6","browsed","2",,,,,"brho","brdi","femy",,,,,
"barloy","1","6","browsed","2","bapi",,,,"brho","brdi","femy",,,,,
"barloy","1","6","browsed","2","bapi",,,,"aica","brho","brdi","femy",,,,
"barloy","1","6","browsed","2","bapi",,,,"hygl","brho","femy",,,,,
"barloy","1","6","browsed","2","bapi",,,,"brdi","femy","brho","visp",,,,
"barloy","1","6","browsed","2",,,,,"bapi","brdi",,,,,,
"barloy","1","6","browsed","2",,,,,"gedi","brdi",,,,,,
