"canyon","bout","plot","treatment","transect","shrub.1","shrub.2","shrub.3","shrub.4","herb.1","herb.2","herb.3","herb.4","herb.5","herb.6","herb.7","herb.8"
"pilarcitos","1","3","browsed","2","bapi",,,,"ag",,,,,,,
"pilarcitos","1","3","browsed","2","bapi",,,,"l",,,,,,,
"pilarcitos","1","3","browsed","2","bapi",,,,"bg",,,,,,,
"pilarcitos","1","3","browsed","2","bapi",,,,,"ag",,,,,,
"pilarcitos","1","3","browsed","2","bapi",,,,"bg",,,,,,,
"pilarcitos","1","3","browsed","2","bapi",,,,"l",,,,,,,
"pilarcitos","1","3","browsed","2",,,,,"bapi",,,,,,,
"pilarcitos","1","3","browsed","2",,,,,"bg",,,,,,,
"pilarcitos","1","3","browsed","2",,,,,"ag",,,,,,,
"pilarcitos","1","3","browsed","2",,,,,"ag",,,,,,,
"pilarcitos","1","3","browsed","2","bapi",,,,"ag",,,,,,,
"pilarcitos","1","3","browsed","2","bapi",,,,"o",,,,,,,
"pilarcitos","1","3","browsed","2","bapi",,,,"ag",,,,,,,
"pilarcitos","1","3","browsed","2","d",,,,"stsp",,,,,,,
"pilarcitos","1","3","browsed","2","d",,,,"sacr","stpu",,,,,,
"pilarcitos","1","3","browsed","2",,,,,"bg",,,,,,,
"pilarcitos","1","3","browsed","2","bapi",,,,"sacr",,"nale",,,,,
"pilarcitos","1","3","browsed","2","bapi",,,,"o",,,,,,,
"pilarcitos","1","3","browsed","2","bapi",,,,"brho",,,,,,,
"pilarcitos","1","3","browsed","2","bapi",,,,"nale",,,,,,,
"pilarcitos","1","3","browsed","2","d",,,,"l",,,,,,,
"pilarcitos","1","3","browsed","2","bapi",,,,"brho",,,,,,,
"pilarcitos","1","3","browsed","2","bapi",,,,"nale",,,,,,,
"pilarcitos","1","3","browsed","2",,,,,"vubr",,,,,,,
"pilarcitos","1","3","browsed","2","bapi",,,,,"stsp",,,,,,
"pilarcitos","1","3","browsed","2","bapi",,,,"bg",,,,,,,
"pilarcitos","1","3","browsed","2","bapi",,,,"vubr","nale",,,,,,
"pilarcitos","1","3","browsed","2","bapi",,,,"nale",,,,,,,
"pilarcitos","1","3","browsed","2","bapi",,,,"l",,,,,,,
"pilarcitos","1","3","browsed","2",,,,,"vubr",,,,,,,
"pilarcitos","1","3","browsed","2",,,,,"bapi","nale",,,,,,
"pilarcitos","1","3","browsed","2",,,,,"nale",,,,,,,
"pilarcitos","1","3","browsed","2","bapi",,,,"nale",,,,,,,
"pilarcitos","1","3","browsed","2","bapi",,,,"nale",,,,,,,
"pilarcitos","1","3","browsed","2","bapi",,,,"bg",,,,,,,
"pilarcitos","1","3","browsed","2",,,,,"ag",,,,,,,
"pilarcitos","1","3","browsed","2",,,,,,,,,,,,
"pilarcitos","1","3","browsed","2",,,,,"vubr",,,,,,,
"pilarcitos","1","3","browsed","2",,,,,"stpu",,,,,,,
"pilarcitos","1","3","browsed","2",,,,,"stpu",,,,,,,
