"canyon","bout","plot","treatment","transect","shrub.1","shrub.2","shrub.3","shrub.4","herb.1","herb.2","herb.3","herb.4","herb.5","herb.6","herb.7","herb.8"
"pilarcitos","2","1","control","2","bapi",,,,"todi",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"brma",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"brma","sacr",,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"l",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"sacr",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"sacr",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"sacr","vumy",,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"vumy","aica",,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"jusp","aica",,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"sacr","sima",,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"sima",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"gapo",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"l",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"sacr",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"sacr",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"sacr",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"l",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"l",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"l",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"sacr","vumy",,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"vumy",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"bg",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"chca",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"chca","sacr",,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"sacr",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"sacr","chca",,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"l",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"aica","vumy",,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"sacr",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"aica",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"sacr",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"l",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"sacr",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"sacr",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"sacr",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"sacr",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"sacr","gapo","capy",,,,,
"pilarcitos","2","1","control","2","bapi",,,,"sacr","gapo","capy",,,,,
"pilarcitos","2","1","control","2","bapi",,,,"sacr",,,,,,,
"pilarcitos","2","1","control","2","bapi",,,,"sacr",,,,,,,
