"canyon","bout","plot","treatment","transect","shrub.1","shrub.2","shrub.3","shrub.4","herb.1","herb.2","herb.3","herb.4","herb.5","herb.6","herb.7","herb.8"
"pilarcitos","6","3","control","1",,,,,"brho","ceme","capy","brdi","anar",,,
"pilarcitos","6","3","control","1",,,,,"femy","brho","ceme",,,,,
"pilarcitos","6","3","control","1",,,,,"sool","brdi","ceme","capy",,,,
"pilarcitos","6","3","control","1",,,,,"sacr","sool","brho",,,,,
"pilarcitos","6","3","control","1",,,,,"brdi",,,,,,,
"pilarcitos","6","3","control","1",,,,,"ceme","brdi",,,,,,
"pilarcitos","6","3","control","1",,,,,"ceme","sool",,,,,,
"pilarcitos","6","3","control","1",,,,,"sacr","sool",,,,,,
"pilarcitos","6","3","control","1",,,,,"gapo","brdi",,,,,,
"pilarcitos","6","3","control","1",,,,,"brho","ceme","gapo","gemo",,,,
"pilarcitos","6","3","control","1",,,,,"sacr","ag","femy",,,,,
"pilarcitos","6","3","control","1",,,,,"femy","capy",,,,,,
"pilarcitos","6","3","control","1",,,,,"brho","capy","ceme",,,,,
"pilarcitos","6","3","control","1",,,,,"femy","phaq","ceme",,,,,
"pilarcitos","6","3","control","1",,,,,"sacr",,,,,,,
"pilarcitos","6","3","control","1",,,,,"gapo","sool",,,,,,
"pilarcitos","6","3","control","1",,,,,"phaq","ceme",,,,,,
"pilarcitos","6","3","control","1","dead",,,,"ceme","sool",,,,,,
"pilarcitos","6","3","control","1","dead",,,,"l",,,,,,,
"pilarcitos","6","3","control","1","dead",,,,"l",,,,,,,
"pilarcitos","6","3","control","1","dead",,,,"sacr",,,,,,,
"pilarcitos","6","3","control","1","dead",,,,"sacr",,,,,,,
"pilarcitos","6","3","control","1","bapi",,,,"sacr",,,,,,,
"pilarcitos","6","3","control","1","bapi",,,,"sacr",,,,,,,
"pilarcitos","6","3","control","1","bapi",,,,"l",,,,,,,
"pilarcitos","6","3","control","1","bapi",,,,"bg",,,,,,,
"pilarcitos","6","3","control","1","bapi",,,,"bg",,,,,,,
"pilarcitos","6","3","control","1","bapi",,,,"ag",,,,,,,
"pilarcitos","6","3","control","1","bapi",,,,"sacr","femy",,,,,,
"pilarcitos","6","3","control","1","bapi",,,,"aica","femy",,,,,,
"pilarcitos","6","3","control","1","bapi",,,,"femy",,,,,,,
"pilarcitos","6","3","control","1","bapi",,,,"bg",,,,,,,
"pilarcitos","6","3","control","1","bapi",,,,"femy",,,,,,,
"pilarcitos","6","3","control","1","bapi",,,,"gapo","femy",,,,,,
"pilarcitos","6","3","control","1","bapi",,,,"gapo","anar",,,,,,
"pilarcitos","6","3","control","1","bapi",,,,"femy",,,,,,,
"pilarcitos","6","3","control","1",,,,,"sacr","femy","gapo",,,,,
"pilarcitos","6","3","control","1","bapi",,,,"gapo","femy",,,,,,
"pilarcitos","6","3","control","1","bapi",,,,"femy",,,,,,,
"pilarcitos","6","3","control","1","bapi",,,,"sacr","aica",,,,,,
