"canyon","bout","plot","treatment","transect","shrub.1","shrub.2","shrub.3","shrub.4","herb.1","herb.2","herb.3","herb.4","herb.5","herb.6","herb.7","herb.8"
"pilarcitos","1","1","control","1","bapi",,,,"l",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,,,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"coma",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"l",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"coma","civu",,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"civu",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"l",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"civu",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"sacr",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"l",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"l",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"l",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"bg",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"bg",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"bg",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"bg",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"bg",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"l",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"l",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"l",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"sacr",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"anca",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"anca",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"l",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"l",,,,,,,
"pilarcitos","1","1","control","1",,,,,"l",,,,,,,
"pilarcitos","1","1","control","1",,,,,"l",,,,,,,
"pilarcitos","1","1","control","1",,,,,"stbu",,,,,,,
"pilarcitos","1","1","control","1",,,,,"stbu",,,,,,,
"pilarcitos","1","1","control","1",,,,,"stbu",,,,,,,
"pilarcitos","1","1","control","1",,,,,"stbu",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"stbu","civu",,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"stbu",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"l",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"stbu",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"anca",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"anca",,,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"brdi","anca",,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"brdi","anca",,,,,,
"pilarcitos","1","1","control","1","bapi",,,,"anca",,,,,,,
