"canyon","bout","plot","treatment","transect","shrub.1","shrub.2","shrub.3","shrub.4","herb.1","herb.2","herb.3","herb.4","herb.5","herb.6","herb.7","herb.8"
"barloy","1","2","browsed","1","na",,,,"aica","vumy",,,,,,
"barloy","1","2","browsed","1","na",,,,"vumy",,,,,,,
"barloy","1","2","browsed","1","na",,,,"vumy",,,,,,,
"barloy","1","2","browsed","1","na",,,,"l",,,,,,,
"barloy","1","2","browsed","1","na",,,,"vumy",,,,,,,
"barloy","1","2","browsed","1","bapi",,,,"bg",,,,,,,
"barloy","1","2","browsed","1","bapi",,,,"vumy",,,,,,,
"barloy","1","2","browsed","1","na",,,,"brho",,,,,,,
"barloy","1","2","browsed","1","d",,,,"vumy","brca",,,,,,
"barloy","1","2","browsed","1","na",,,,"brca","avba",,,,,,
"barloy","1","2","browsed","1","na",,,,"brca","brdi","brho","vumy",,,,
"barloy","1","2","browsed","1","na",,,,"brdi",,,,,,,
"barloy","1","2","browsed","1","na",,,,"brdi",,,,,,,
"barloy","1","2","browsed","1","na",,,,"brdi","siga",,,,,,
"barloy","1","2","browsed","1","bapi",,,,"brho",,,,,,,
"barloy","1","2","browsed","1","bapi",,,,"vumy","brho",,,,,,
"barloy","1","2","browsed","1","bapi",,,,"gapo","brdi",,,,,,
"barloy","1","2","browsed","1","bapi",,,,"brdi",,,,,,,
"barloy","1","2","browsed","1","bapi",,,,"brdi",,,,,,,
"barloy","1","2","browsed","1","bapi",,,,"brdi","gapo","juph","aica",,,,
"barloy","1","2","browsed","1","bapi",,,,"brho","aica",,,,,,
"barloy","1","2","browsed","1","bapi",,,,"vumy","lusp","sacr","sibe",,,,
"barloy","1","2","browsed","1","bapi",,,,"brdi","sibe",,,,,,
"barloy","1","2","browsed","1","bapi",,,,"brdi",,,,,,,
"barloy","1","2","browsed","1","na",,,,"brdi",,,,,,,
"barloy","1","2","browsed","1","na",,,,"juph",,,,,,,
"barloy","1","2","browsed","1","na",,,,"brho","juph",,,,,,
"barloy","1","2","browsed","1","na",,,,"bg",,,,,,,
"barloy","1","2","browsed","1","d",,,,"sibe","brdi",,,,,,
"barloy","1","2","browsed","1","na",,,,"brdi","sacr",,,,,,
"barloy","1","2","browsed","1","d",,,,"gemo",,,,,,,
"barloy","1","2","browsed","1","d",,,,"brdi","sima",,,,,,
"barloy","1","2","browsed","1","na",,,,"brdi","sima",,,,,,
"barloy","1","2","browsed","1","na",,,,"brdi","ruac",,,,,,
"barloy","1","2","browsed","1","na",,,,"brdi",,,,,,,
"barloy","1","2","browsed","1","bapi",,,,"ruac","brho","brdi","anar",,,,
"barloy","1","2","browsed","1","bapi",,,,"ruac","brho",,,,,,
"barloy","1","2","browsed","1","na",,,,"brho","ruac",,,,,,
"barloy","1","2","browsed","1","na",,,,"brho","ruac",,,,,,
"barloy","1","2","browsed","1","na",,,,"bapi","brho",,,,,,
