"canyon","bout","plot","treatment","transect","shrub.1","shrub.2","shrub.3","shrub.4","herb.1","herb.2","herb.3","herb.4","herb.5","herb.6","herb.7","herb.8"
"pilarcitos","6","6","control","2","bapi",,,,"vite","fepe","casp",,,,,
"pilarcitos","6","6","control","2","bapi",,,,"vite","casp",,,,,,
"pilarcitos","6","6","control","2","bapi",,,,"fepe","vite","casp",,,,,
"pilarcitos","6","6","control","2","dead",,,,"casp","vite",,,,,,
"pilarcitos","6","6","control","2","bapi",,,,"sool","casp","vite",,,,,
"pilarcitos","6","6","control","2","bapi",,,,"vite","sool","casp",,,,,
"pilarcitos","6","6","control","2","bapi",,,,"vite","casp",,,,,,
"pilarcitos","6","6","control","2","bapi",,,,"casp","vite",,,,,,
"pilarcitos","6","6","control","2","bapi",,,,"vite","ag",,,,,,
"pilarcitos","6","6","control","2",,,,,"jusp","vite","casp",,,,,
"pilarcitos","6","6","control","2","bapi",,,,"casp","capy","vite",,,,,
"pilarcitos","6","6","control","2",,,,,"casp","vite",,,,,,
"pilarcitos","6","6","control","2",,,,,"casp","vite",,,,,,
"pilarcitos","6","6","control","2","bapi",,,,"sool","vite",,,,,,
"pilarcitos","6","6","control","2","bapi",,,,"vite","casp",,,,,,
"pilarcitos","6","6","control","2","bapi",,,,"jusp","vite","casp",,,,,
"pilarcitos","6","6","control","2","bapi",,,,"jusp","vite",,,,,,
"pilarcitos","6","6","control","2","bapi",,,,"jusp","vite","casp",,,,,
"pilarcitos","6","6","control","2","bapi",,,,"vite","casp",,,,,,
"pilarcitos","6","6","control","2","bapi",,,,"casp","vite",,,,,,
"pilarcitos","6","6","control","2","bapi",,,,"casp","vite","gemo",,,,,
"pilarcitos","6","6","control","2","bapi",,,,"vite","casp","gemo",,,,,
"pilarcitos","6","6","control","2","bapi",,,,"vite","casp",,,,,,
"pilarcitos","6","6","control","2","bapi",,,,"casp","gemo","vite",,,,,
"pilarcitos","6","6","control","2","bapi",,,,"vite","casp",,,,,,
"pilarcitos","6","6","control","2",,,,,"casp",,,,,,,
"pilarcitos","6","6","control","2",,,,,"casp",,,,,,,
"pilarcitos","6","6","control","2","bapi",,,,"casp",,,,,,,
"pilarcitos","6","6","control","2","bapi",,,,"casp","brni",,,,,,
"pilarcitos","6","6","control","2","bapi",,,,"casp",,,,,,,
"pilarcitos","6","6","control","2","bapi",,,,"casp",,,,,,,
"pilarcitos","6","6","control","2",,,,,"casp","gemo",,,,,,
"pilarcitos","6","6","control","2",,,,,"casp",,,,,,,
"pilarcitos","6","6","control","2",,,,,"casp",,,,,,,
"pilarcitos","6","6","control","2","bapi",,,,"casp","gemo",,,,,,
"pilarcitos","6","6","control","2","bapi",,,,"casp",,,,,,,
"pilarcitos","6","6","control","2",,,,,"casp","gemo",,,,,,
"pilarcitos","6","6","control","2",,,,,"casp","gemo","brho",,,,,
"pilarcitos","6","6","control","2",,,,,"casp",,,,,,,
"pilarcitos","6","6","control","2",,,,,"casp","gemo","vite",,,,,
