cat,b,bler,bri,c,cler,cri,t,tler,tri,x,xler,xri
bapi,0.322062378117541,6.30550807631878,0.999999505129337,0.0559446549641006,15.954589770191,1,-0.0490270477897386,-0.371011414170144,0.298534680588881,-0.490673874867758,5.9852756804618,0.99999896551578
bu,0.188645290173633,0.688514677507658,0.82996279842913,-3.41400774733305,Inf,1,2.04849056216724,2.95172382880201,0.998883673881139,-0.108102943835072,-0.0310508171188218,0.482133323165349
ag,0.0655757867715077,10.6133076216475,0.999999999975639,-1.07471008567307,15.954589770191,1,-0.148751377101861,-0.240785310668043,0.364837536089904,0.527096655478956,5.14021637969725,0.999992759301305
onh,-0.0274020497817635,0.283907982989465,0.657848781172516,-0.496201904463437,Inf,1,-0.0794059398375741,-0.144026240386231,0.417843421505454,-0.0403625860277537,-0.2260947602033,0.37271137749583
onn,0.580716522386251,Inf,1,-4.19867884210013,Inf,1,0.276946790305117,-0.0287610130395435,0.483449878253943,0.140084264626595,0.375925678875379,0.703829505614001
inv,-0.237584494529935,-0.31572213903497,0.325858434229425,-22.7816434733258,15.954589770191,1,-0.0555583195274183,-0.454994233898218,0.259674132882144,-0.0214890800015037,-1.01721292820343,0.0876862122059532
